,story_index,story,question,answer,short_answer,belief,question_type,qa_prompt,comp_prompt,mc_prompt,fb_prompt,tf_prompt,tfr_prompt
146,25,Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket.,"After Norina came back to the bathroom, where would Norina look for the broccoli?",Norina would look for the broccoli in the backpack.,backpack.,FALSE,1stB,"Answer the question based on context:

Context:Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket.
Question:
After Norina came back to the bathroom, where would Norina look for the broccoli?","Complete the following paragraph:

Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, Norina would look for the broccoli in","Choose the correct answer from A or B for the following question:
Question:
Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, where would Norina look for the broccoli?

A. basket
B. backpack

Answer:","Fill in the blank (< >):

Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, Norina would look for the broccoli in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, where would Norina look for the broccoli?
Statements:
A. Norina would look for the broccoli in the basket.
B. Norina would look for the broccoli in the backpack.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, where would Norina look for the broccoli?
Statements:
A. Norina would look for the broccoli in the basket.
B. Norina would look for the broccoli in the backpack.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
147,25,Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket.,"After Norina came back to the bathroom, where would Kathryne look for the broccoli?",Kathryne would look for the broccoli in the basket.,basket.,FALSE,1stA,"Answer the question based on context:

Context:Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket.
Question:
After Norina came back to the bathroom, where would Kathryne look for the broccoli?","Complete the following paragraph:

Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, Kathryne would look for the broccoli in","Choose the correct answer from A or B for the following question:
Question:
Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, where would Kathryne look for the broccoli?

A. basket
B. backpack

Answer:","Fill in the blank (< >):

Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, Kathryne would look for the broccoli in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, where would Kathryne look for the broccoli?
Statements:
A. Kathryne would look for the broccoli in the basket.
B. Kathryne would look for the broccoli in the backpack.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, where would Kathryne look for the broccoli?
Statements:
A. Kathryne would look for the broccoli in the basket.
B. Kathryne would look for the broccoli in the backpack.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
148,25,Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket.,"After Norina came back to the bathroom, where would Kathryne think Norina would look for the broccoli?",Kathryne would think Norina would look for the broccoli in the backpack.,backpack.,FALSE,2ndA,"Answer the question based on context:

Context:Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket.
Question:
After Norina came back to the bathroom, where would Kathryne think Norina would look for the broccoli?","Complete the following paragraph:

Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, Kathryne would think Norina would look for the broccoli in","Choose the correct answer from A or B for the following question:
Question:
Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, where would Kathryne think Norina would look for the broccoli?

A. basket
B. backpack

Answer:","Fill in the blank (< >):

Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, Kathryne would think Norina would look for the broccoli in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, where would Kathryne think Norina would look for the broccoli?
Statements:
A. Kathryne would think Norina would look for the broccoli in the basket.
B. Kathryne would think Norina would look for the broccoli in the backpack.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, where would Kathryne think Norina would look for the broccoli?
Statements:
A. Kathryne would think Norina would look for the broccoli in the basket.
B. Kathryne would think Norina would look for the broccoli in the backpack.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
149,25,Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket.,"After Norina came back to the bathroom, where would Norina think Kathryne would look for the broccoli?",Norina would think Kathryne would look for the broccoli in the backpack.,backpack.,FALSE,2ndB,"Answer the question based on context:

Context:Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket.
Question:
After Norina came back to the bathroom, where would Norina think Kathryne would look for the broccoli?","Complete the following paragraph:

Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, Norina would think Kathryne would look for the broccoli in","Choose the correct answer from A or B for the following question:
Question:
Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, where would Norina think Kathryne would look for the broccoli?

A. basket
B. backpack

Answer:","Fill in the blank (< >):

Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, Norina would think Kathryne would look for the broccoli in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, where would Norina think Kathryne would look for the broccoli?
Statements:
A. Norina would think Kathryne would look for the broccoli in the basket.
B. Norina would think Kathryne would look for the broccoli in the backpack.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Kathryne and Norina were hanging out in the bathroom. They saw a backpack and a basket. They found a broccoli in the backpack. Norina left the bathroom. Kathryne moved the broccoli to the basket. After Norina came back to the bathroom, where would Norina think Kathryne would look for the broccoli?
Statements:
A. Norina would think Kathryne would look for the broccoli in the basket.
B. Norina would think Kathryne would look for the broccoli in the backpack.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
150,26,Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack.,Where is the lock?,The lock is in the rack.,rack.,FALSE,reality,"Answer the question based on context:

Context:Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack.
Question:
Where is the lock currently?","Complete the following paragraph:

Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. Currently the lock is in","Choose the correct answer from A or B for the following question:
Question:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. Where is the lock currently?

A. rack
B. refrigerator

Answer:","Fill in the blank (< >):

Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. Currently the lock is in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. Where is the lock currently?
Statements:
A. Currently the lock is in the rack.
B. Currently the lock is in the refrigerator.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. Where is the lock currently?
Statements:
A. Currently the lock is in the rack.
B. Currently the lock is in the refrigerator.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
151,26,Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack.,Where was the lock?,The lock was in the refrigerator.,refrigerator.,FALSE,memory,"Answer the question based on context:

Context:Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack.
Question:
Where was the lock previously?","Complete the following paragraph:

Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. Previously the lock was in","Choose the correct answer from A or B for the following question:
Question:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. Where was the lock previously

A. rack
B. refrigerator

Answer:","Fill in the blank (< >):

Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. Previously the lock was in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. Where was the lock previously?
Statements:
A. Previously the lock was in the rack.
B. Previously the lock was in the refrigerator.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. Where was the lock previously?
Statements:
A. Previously the lock was in the rack.
B. Previously the lock was in the refrigerator.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
152,26,Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack.,"After Vera came back to the shower room, where would Vera look for the lock?",Vera would look for the lock in the refrigerator.,refrigerator.,FALSE,1stB,"Answer the question based on context:

Context:Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack.
Question:
After Vera came back to the shower room, where would Vera look for the lock?","Complete the following paragraph:

Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, Vera would look for the lock in","Choose the correct answer from A or B for the following question:
Question:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, where would Vera look for the lock?

A. rack
B. refrigerator

Answer:","Fill in the blank (< >):

Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, Vera would look for the lock in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, where would Vera look for the lock?
Statements:
A. Vera would look for the lock in the rack.
B. Vera would look for the lock in the refrigerator.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, where would Vera look for the lock?
Statements:
A. Vera would look for the lock in the rack.
B. Vera would look for the lock in the refrigerator.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
153,26,Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack.,"After Vera came back to the shower room, where would Clem look for the lock?",Clem would look for the lock in the rack.,rack.,FALSE,1stA,"Answer the question based on context:

Context:Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack.
Question:
After Vera came back to the shower room, where would Clem look for the lock?","Complete the following paragraph:

Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, Clem would look for the lock in","Choose the correct answer from A or B for the following question:
Question:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, where would Clem look for the lock?

A. rack
B. refrigerator

Answer:","Fill in the blank (< >):

Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, Clem would look for the lock in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, where would Clem look for the lock?
Statements:
A. Clem would look for the lock in the rack.
B. Clem would look for the lock in the refrigerator.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, where would Clem look for the lock?
Statements:
A. Clem would look for the lock in the rack.
B. Clem would look for the lock in the refrigerator.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
154,26,Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack.,"After Vera came back to the shower room, where would Clem think Vera would look for the lock?",Clem would think Vera would look for the lock in the refrigerator.,refrigerator.,FALSE,2ndA,"Answer the question based on context:

Context:Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack.
Question:
After Vera came back to the shower room, where would Clem think Vera would look for the lock?","Complete the following paragraph:

Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, Clem would think Vera would look for the lock in","Choose the correct answer from A or B for the following question:
Question:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, where would Clem think Vera would look for the lock?

A. rack
B. refrigerator

Answer:","Fill in the blank (< >):

Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, Clem would think Vera would look for the lock in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, where would Clem think Vera would look for the lock?
Statements:
A. Clem would think Vera would look for the lock in the rack.
B. Clem would think Vera would look for the lock in the refrigerator.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, where would Clem think Vera would look for the lock?
Statements:
A. Clem would think Vera would look for the lock in the rack.
B. Clem would think Vera would look for the lock in the refrigerator.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
155,26,Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack.,"After Vera came back to the shower room, where would Vera think Clem would look for the lock?",Vera would think Clem would look for the lock in the refrigerator.,refrigerator.,FALSE,2ndB,"Answer the question based on context:

Context:Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack.
Question:
After Vera came back to the shower room, where would Vera think Clem would look for the lock?","Complete the following paragraph:

Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, Vera would think Clem would look for the lock in","Choose the correct answer from A or B for the following question:
Question:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, where would Vera think Clem would look for the lock?

A. rack
B. refrigerator

Answer:","Fill in the blank (< >):

Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, Vera would think Clem would look for the lock in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, where would Vera think Clem would look for the lock?
Statements:
A. Vera would think Clem would look for the lock in the rack.
B. Vera would think Clem would look for the lock in the refrigerator.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Clem and Vera were hanging out in the shower room. They saw a refrigerator and a rack. They found a lock in the refrigerator. Vera left the shower room. Clem moved the lock to the rack. After Vera came back to the shower room, where would Vera think Clem would look for the lock?
Statements:
A. Vera would think Clem would look for the lock in the rack.
B. Vera would think Clem would look for the lock in the refrigerator.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
156,27,Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack.,Where is the sweater?,The sweater is in the backpack.,backpack.,FALSE,reality,"Answer the question based on context:

Context:Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack.
Question:
Where is the sweater currently?","Complete the following paragraph:

Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. Currently the sweater is in","Choose the correct answer from A or B for the following question:
Question:
Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. Where is the sweater currently?

A. backpack
B. pot

Answer:","Fill in the blank (< >):

Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. Currently the sweater is in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. Where is the sweater currently?
Statements:
A. Currently the sweater is in the backpack.
B. Currently the sweater is in the pot.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. Where is the sweater currently?
Statements:
A. Currently the sweater is in the backpack.
B. Currently the sweater is in the pot.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
157,27,Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack.,Where was the sweater?,The sweater was in the pot.,pot.,FALSE,memory,"Answer the question based on context:

Context:Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack.
Question:
Where was the sweater previously?","Complete the following paragraph:

Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. Previously the sweater was in","Choose the correct answer from A or B for the following question:
Question:
Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. Where was the sweater previously

A. backpack
B. pot

Answer:","Fill in the blank (< >):

Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. Previously the sweater was in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. Where was the sweater previously?
Statements:
A. Previously the sweater was in the backpack.
B. Previously the sweater was in the pot.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. Where was the sweater previously?
Statements:
A. Previously the sweater was in the backpack.
B. Previously the sweater was in the pot.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
158,27,Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack.,"After Clem came back to the storeroom, where would Clem look for the sweater?",Clem would look for the sweater in the pot.,pot.,FALSE,1stB,"Answer the question based on context:

Context:Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack.
Question:
After Clem came back to the storeroom, where would Clem look for the sweater?","Complete the following paragraph:

Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. After Clem came back to the storeroom, Clem would look for the sweater in","Choose the correct answer from A or B for the following question:
Question:
Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. After Clem came back to the storeroom, where would Clem look for the sweater?

A. backpack
B. pot

Answer:","Fill in the blank (< >):

Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. After Clem came back to the storeroom, Clem would look for the sweater in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. After Clem came back to the storeroom, where would Clem look for the sweater?
Statements:
A. Clem would look for the sweater in the backpack.
B. Clem would look for the sweater in the pot.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. After Clem came back to the storeroom, where would Clem look for the sweater?
Statements:
A. Clem would look for the sweater in the backpack.
B. Clem would look for the sweater in the pot.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
159,27,Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack.,"After Clem came back to the storeroom, where would Karalynn look for the sweater?",Karalynn would look for the sweater in the backpack.,backpack.,FALSE,1stA,"Answer the question based on context:

Context:Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack.
Question:
After Clem came back to the storeroom, where would Karalynn look for the sweater?","Complete the following paragraph:

Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. After Clem came back to the storeroom, Karalynn would look for the sweater in","Choose the correct answer from A or B for the following question:
Question:
Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. After Clem came back to the storeroom, where would Karalynn look for the sweater?

A. backpack
B. pot

Answer:","Fill in the blank (< >):

Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. After Clem came back to the storeroom, Karalynn would look for the sweater in the < >.

Answer:","Given the context, judge True or False of the given statements A and B respectively:
Use the format for your answer:
A
B

Context:
Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. After Clem came back to the storeroom, where would Karalynn look for the sweater?
Statements:
A. Karalynn would look for the sweater in the backpack.
B. Karalynn would look for the sweater in the pot.","Given the context, reason through statements A and B step by step and provide a True or False judgment based on the reasoning:
Context:
Karalynn and Clem were hanging out in the storeroom. They saw a pot and a backpack. They found a sweater in the pot. Clem left the storeroom. Karalynn moved the sweater to the backpack. After Clem came back to the storeroom, where would Karalynn look for the sweater?
Statements:
A. Karalynn would look for the sweater in the backpack.
B. Karalynn would look for the sweater in the pot.
In the answer, output the reasoning with True or False judgment. Use this format for the answer:
A.
B.
"
